uvrstitev,rezultat [s],ime tekmovalke,datum rojstva,država,pozicija,datum dogodka,skupne točke,kontinent
6935,8.16,Sarah FENTI,2007,ITA,3h3,11 FEB 2024,849,Evropa
6935,8.16,Imani CARPENTER,07 OCT 2004,USA,8h1,16 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Stéphanie DUBOIS-LEMIEUX,2006,CAN,6,17 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Kerry MORRIS,03 NOV 1995,GBR,5,17 FEB 2024,849,Evropa
6935,8.16,Erin PARTRIDGE,,GBR,6,17 FEB 2024,849,Evropa
6935,8.16,Lizaveta KARPAVA,10 MAR 2001,BLR,6h2,17 FEB 2024,849,Evropa
6935,8.16,Lana VERHOVNIK,18 SEP 2001,SLO,6h2,17 FEB 2024,849,Evropa
6935,8.16,Effrosyni FATOUROU,19 DEC 2010,GRE,5f2,17 FEB 2024,849,Evropa
6935,8.16,Alejandra PELAEZ,19 MAR 2006,ESP,3h4,24 FEB 2024,849,Evropa
6935,8.16,Tiia SÄDE,05 JUN 2004,FIN,6h1,24 FEB 2024,849,Evropa
6935,8.16,Essi SUNI,09 FEB 2008,FIN,3h5,24 FEB 2024,849,Evropa
6935,8.16,Martta KOSKELA,16 FEB 2005,FIN,4h5,24 FEB 2024,849,Evropa
6935,8.16,Gülsu Beri̇l İNCE,01 JAN 2010,TUR,2h12,24 FEB 2024,849,Evropa
6935,8.16,Ana FORTIER,,USA,7h3,24 FEB 2024,849,Severna in Srednja Amerika
6935,8.16,Juliana GEA,,IRL,2sf1,24 FEB 2024,849,Evropa
6935,8.16,Lise VAN CUTSEM,2006,BEL,1h2,25 FEB 2024,849,Evropa
6935,8.16,Ingrid ULLRICHOVÁ,2009,CZE,7h1,02 MAR 2024,849,Evropa
6935,8.16,Ines JUSTO,2004,POR,1h1,03 MAR 2024,849,Evropa
6935,8.16,Abigail BILODEAU,,USA,2h4,08 MAR 2024,849,Severna in Srednja Amerika
6935,8.16,Courtnee HOLLAND,,USA,2h6,08 MAR 2024,849,Severna in Srednja Amerika
6935,8.16,Lela BESEMER,,USA,2h8,08 MAR 2024,849,Severna in Srednja Amerika
6935,8.16,Isabella ALADEFA,,USA,2h8,08 MAR 2024,849,Severna in Srednja Amerika
6935,8.16,Hayat ABDESELAM,20 NOV 2006,ESP,7h3,09 MAR 2024,849,Evropa
6935,8.16,Ellyane DALLAIRE,2007,CAN,2h6,17 MAR 2024,849,Severna in Srednja Amerika
6935,8.16,Nia THOMAS,,GBR,1,17 MAR 2024,849,Evropa
6935,8.16,Alexandra Gabriela COJOCARU,2009,ROU,1h7,23 MAR 2024,849,Evropa
6935,8.16,Yee Tung LI,,HKG,2,24 MAR 2024,849,Azija
6935,8.16,Markéta BEDNÁŘOVÁ,2007,CZE,3f4,03 MAY 2024,850,Evropa
6935,8.16,Laura VLADÁROVÁ,2010,SVK,3f1,25 MAY 2024,856,Evropa
6935,8.16,Sofie ŠTOJDLOVÁ,2009,CZE,5f1,02 JUN 2024,849,Evropa
6935,8.16,Hana ĎURIŠOVÁ,10 NOV 2003,SVK,2,09 JUN 2024,849,Evropa
6935,8.16,Margarida PEREIRA,,POR,1,13 JUL 2024,849,Evropa
6935,8.16,Veronika JANÍKOVÁ,2010,CZE,1f1,10 AUG 2024,849,Evropa
6935,8.16,Ema RÝPALOVÁ,2007,CZE,1f3,10 AUG 2024,850,Evropa
6935,8.16,Barbora KOHOUTOVÁ,2006,CZE,6f1,21 AUG 2024,849,Evropa
7088,8.17,Nikola DEMČENKO,11 JUL 2008,LAT,2h1,05 JAN 2024,846,Evropa
7088,8.17,Celine PLUTA,2008,AUT,1f2,06 JAN 2024,846,Evropa
7088,8.17,Zarja VIŠNJIĆ ŠKRABEC,2010,SLO,3,06 JAN 2024,846,Evropa
7088,8.17,Sarah BERKANI,2010,SWE,2h3,06 JAN 2024,846,Evropa
7088,8.17,Neila KLEIN,18 MAY 2003,GER,3h15,06 JAN 2024,846,Evropa
7088,8.17,Makenzie JOSEPH,2007,CAN,3h4,06 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Sien VANSPEYBROUCK,2007,BEL,3f2,06 JAN 2024,846,Evropa
7088,8.17,Bente VAN INGELGEM,2008,BEL,1h3,06 JAN 2024,846,Evropa
7088,8.17,Nadia BERTOGLIO,2006,ITA,3f2,07 JAN 2024,846,Evropa
7088,8.17,Gaia PASTORE,19 AUG 2005,ITA,6h15,07 JAN 2024,846,Evropa
7088,8.17,Magaly TSHIPOPO,16 DEC 1993,FRA,1h7,07 JAN 2024,846,Evropa
7088,8.17,Janet ADDO,,USA,3h2,12 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Daj WILLIAMS,,USA,8h1,12 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Chloe FREEMAN,2006,CAN,6f3,13 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Kinga BURCZYC,21 OCT 2010,POL,4f1,13 JAN 2024,846,Evropa
7088,8.17,Halle SCHNYDERS,,USA,5h1,13 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Leonie JOSEPH,11 JUL 2001,SUI,3f3,13 JAN 2024,846,Evropa
7088,8.17,Myla TABORA,,USA,8h3,13 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Emily RANKIN,,GBR,5h1,13 JAN 2024,846,Evropa
7088,8.17,Alexandra WARD,,GBR,5h2,13 JAN 2024,846,Evropa
7088,8.17,Arianna NARDIN,2006,ITA,5h6,13 JAN 2024,846,Evropa
7088,8.17,Emma KOSONEN,24 MAR 2000,FIN,1,14 JAN 2024,846,Evropa
7088,8.17,Ilaria VIVIAN,2000,ITA,2h19,14 JAN 2024,846,Evropa
7088,8.17,Anna HOLT,2005,FRA,1f3,14 JAN 2024,846,Evropa
7088,8.17,Basma DAFROUALLAH,1995,MAR,2f3,14 JAN 2024,846,Afrika
7088,8.17,Josephine CAPELLE,2007,FRA,1f4,14 JAN 2024,846,Evropa
7088,8.17,Carolina CESI,2000,ITA,2h2,14 JAN 2024,846,Evropa
7088,8.17,Larysa LAUDON,1994,UKR,5f2,16 JAN 2024,846,Evropa
7088,8.17,Nnenna BROWN,,USA,2h1,19 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Kendall HOLWEG,12 NOV 2003,USA,1f4,19 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Paulina ORELL SAHLBERG,12 APR 1981,SWE,6h3,20 JAN 2024,846,Evropa
7088,8.17,Edith EELMÄE,31 MAR 2009,EST,5,20 JAN 2024,846,Evropa
7088,8.17,Kornelia WIECZOREK,26 OCT 2007,POL,6f2,20 JAN 2024,846,Evropa
7088,8.17,Keiyera JOHNSON,,USA,2h1,20 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Adriana SIMÕES,2010,POR,6h1,20 JAN 2024,846,Evropa
7088,8.17,Charlotte COLOMBO,19 AUG 2003,FRA,1f3,21 JAN 2024,846,Evropa
7088,8.17,Jenny OTTERBACH,2001,GER,7f1,21 JAN 2024,846,Evropa
7088,8.17,Giada Laura TALFANI,2010,ITA,4h1,21 JAN 2024,846,Evropa
7088,8.17,Laura MURGIA,2004,ITA,1h23,21 JAN 2024,846,Evropa
7088,8.17,Leanne CAMBERVEL,2007,FRA,3h4,21 JAN 2024,846,Evropa
7088,8.17,Agnieszka CHMIEL,2007,POL,2sf1,21 JAN 2024,846,Evropa
7088,8.17,Oliwia OKULOWSKA,02 JUL 2007,POL,7h1,21 JAN 2024,846,Evropa
7088,8.17,Arianna VIGNOLA,2007,ITA,1h6,21 JAN 2024,846,Evropa
7088,8.17,Ksenia SAVASTIANIK,07 JAN 2008,BLR,h1,24 JAN 2024,846,Evropa
7088,8.17,Bryce ALANDY,,USA,3h4,26 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Viktorie KŘÍŽOVÁ,14 DEC 2005,CZE,4,26 JAN 2024,846,Evropa
7088,8.17,Moa WIRSTEDT,13 MAR 2007,SWE,3er,27 JAN 2024,846,Evropa
7088,8.17,Matilde BARBERIS,2007,ITA,1h3,27 JAN 2024,846,Evropa
7088,8.17,Rachel SARKANY,1998,ROU,3h4,27 JAN 2024,846,Evropa
7088,8.17,Henrike WÖLKER,2006,GER,4h2,27 JAN 2024,846,Evropa
7088,8.17,Neele GLOGOWSKY,2006,GER,4h2,27 JAN 2024,846,Evropa
7088,8.17,Floriane FREIHART,2004,GER,5h3,27 JAN 2024,846,Evropa
7088,8.17,Isabella PEREIRA,,USA,4pr1,27 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Katie BROWN,,USA,2pr3,27 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Debóra SCHOFHAUSER,09 MAR 2006,HUN,2er3,27 JAN 2024,846,Evropa
7088,8.17,Andriana TARASIDOU,04 AUG 2006,GRE,15,27 JAN 2024,846,Evropa
7088,8.17,Zyah HARRIS-BAZUAYE,,USA,5f4,27 JAN 2024,846,Severna in Srednja Amerika
7088,8.17,Ella Marie HØJHOLT JENSEN,16 APR 2010,DEN,2f1,28 JAN 2024,846,Evropa
7088,8.17,Carlotta LOEWENTHAL,2008,GER,1f2,28 JAN 2024,846,Evropa
7088,8.17,Ines SAINTE-LUCE,2006,FRA,5h1,28 JAN 2024,846,Evropa
7088,8.17,Rebecca RIALTI,2005,ITA,6h6,28 JAN 2024,846,Evropa
7088,8.17,Keianne RAYMOND,,GBR,2er4,31 JAN 2024,846,Evropa
7088,8.17,Ashonti GRACE,,USA,5h4,02 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Mackenzie ROACH,,CAN,1f2,02 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Kristýna MIGOVÁ,25 JUL 2004,CZE,3f2,03 FEB 2024,846,Evropa
7088,8.17,Steffy MATHIEU,2004,FRA,1f5,03 FEB 2024,846,Evropa
7088,8.17,Emilia CHANDRAS,09 MAY 2006,FIN,1f2,03 FEB 2024,846,Evropa
7088,8.17,Thea Steiro BELSVIK,2006,NOR,3h1,03 FEB 2024,846,Evropa
7088,8.17,Stine JAHN,2001,GER,7h2,03 FEB 2024,846,Evropa
7088,8.17,Rebecca KUPCZIK,2001,GER,4h1,03 FEB 2024,846,Evropa
7088,8.17,Sigurlaug Anna SVEINSDÓTTIR,2005,ISL,13,04 FEB 2024,846,Evropa
7088,8.17,Eliška JURÁNOVÁ,2003,CZE,3h3,04 FEB 2024,846,Evropa
7088,8.17,Isamar MATA,08 NOV 2003,VEN,2h7,04 FEB 2024,846,Južna Amerika
7088,8.17,Lucile CRES,29 JUL 1993,FRA,1h6,04 FEB 2024,846,Evropa
7088,8.17,Lucie PERRIN,26 JUN 1988,FRA,3f3,04 FEB 2024,846,Evropa
7088,8.17,Clara PRIEUR,20 JUL 2004,FRA,5h2,04 FEB 2024,846,Evropa
7088,8.17,Ilaria ADJISEKU,2007,ITA,3h21,04 FEB 2024,846,Evropa
7088,8.17,Laura TÖEMETS,07 FEB 2008,EST,1,06 FEB 2024,846,Evropa
7088,8.17,Lanina DARYA,05 DEC 2005,RUS,13h,08 FEB 2024,846,Evropa
7088,8.17,Amaris GOODWIN,,USA,7f3,09 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Monika GIRN,2004,CAN,5h4,09 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Anastasiia BALITSKA,19 FEB 2009,UKR,1h3,09 FEB 2024,846,Evropa
7088,8.17,Yelena BASKAKOVA,21 FEB 2010,RUS,2h2,09 FEB 2024,846,Evropa
7088,8.17,Elle JACOBSON,,USA,3h3,09 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Soleil MOORE,,USA,8f4,10 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Lacey ZIMMERMAN,,USA,1f6,10 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Sydney FELIX,2007,GER,h2,10 FEB 2024,846,Evropa
7088,8.17,Frida ROSCHE,2010,GER,1sf3,10 FEB 2024,846,Evropa
7088,8.17,Manon ALLO,2002,FRA,2h3,10 FEB 2024,846,Evropa
7088,8.17,Lexane BLIN,2005,FRA,3er10,10 FEB 2024,846,Evropa
7088,8.17,Julia GRUCHLIK,20 FEB 2008,POL,4h4,10 FEB 2024,846,Evropa
7088,8.17,Nina MALOBABIĆ,2010,CRO,2f6,10 FEB 2024,846,Evropa
7088,8.17,Anna BJÖRKSTED,1978,SWE,6f1,10 FEB 2024,846,Evropa
7088,8.17,Veronika FEDORENKO,2008,UKR,1f2,10 FEB 2024,846,Evropa
7088,8.17,Imani WYATT,,USA,4h2,10 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Mariana COSTA,2008,POR,6f2,10 FEB 2024,846,Evropa
7088,8.17,Scya SRDANOVIC,2009,SUI,3h1,10 FEB 2024,846,Evropa
7088,8.17,Katie O HAIRE,,IRL,1,10 FEB 2024,846,Evropa
7088,8.17,Michaela BLIAMPLIA,24 JAN 2009,GRE,8,10 FEB 2024,846,Evropa
7088,8.17,Eleni VASSOU,13 MAR 2003,GRE,11,10 FEB 2024,846,Evropa
7088,8.17,Sanne HOGENDORP,,NED,5h3,10 FEB 2024,846,Evropa
7088,8.17,Silvia ALIQUE,27 AUG 2008,ESP,5h2,11 FEB 2024,846,Evropa
7088,8.17,Gabriela BLANCO,02 DEC 2007,ESP,6h2,11 FEB 2024,846,Evropa
7088,8.17,Ana NÓVOA,07 APR 2008,ESP,2f2,11 FEB 2024,846,Evropa
7088,8.17,Noemie LAURENT,2006,FRA,1h2,11 FEB 2024,846,Evropa
7088,8.17,Erica CLEMMING,,GBR,2er3,14 FEB 2024,846,Evropa
7088,8.17,Emma FEHRMAN,,USA,6h3,16 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Yuliya PIVKINA,02 JUN 2007,RUS,3h1,16 FEB 2024,846,Evropa
7088,8.17,Alex ADAMS,,USA,4h2,17 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Lana LELAS,11 MAY 2003,CRO,6h2,17 FEB 2024,846,Evropa
7088,8.17,Maria MALLIOTAKI,16 NOV 2010,GRE,3f1,17 FEB 2024,846,Evropa
7088,8.17,Sinead O'NEILL,,GBR,3f18,18 FEB 2024,846,Evropa
7088,8.17,Elena RAZVODOVA,19 FEB 2009,KAZ,1h8,22 FEB 2024,846,Azija
7088,8.17,Elena BERLINA,15 JAN 2006,KAZ,1h3,22 FEB 2024,846,Azija
7088,8.17,Emily KERR,,GBR,4h9,23 FEB 2024,846,Evropa
7088,8.17,Nea HOFER,2008,SUI,7h1,24 FEB 2024,846,Evropa
7088,8.17,Buse APAY,17 JAN 2007,TUR,3h8,24 FEB 2024,846,Evropa
7088,8.17,Elise Andrea BOS,22 FEB 2010,NOR,1,24 FEB 2024,846,Evropa
7088,8.17,Aoife MURPHY,,IRL,2h1,24 FEB 2024,846,Evropa
7088,8.17,Lea BRAEM,05 APR 2004,BEL,2h2,25 FEB 2024,846,Evropa
7088,8.17,Alexa ORTEGA,,USA,6h2,25 FEB 2024,846,Severna in Srednja Amerika
7088,8.17,Yelizaveta TUBOLEVA,07 SEP 2007,RUS,11h,28 FEB 2024,846,Evropa
7088,8.17,Elliott NASH,2008,CAN,5h2,02 MAR 2024,846,Severna in Srednja Amerika
7088,8.17,Eden MOYLE,2010,NZL,6f1,02 MAR 2024,846,Oceanija
7088,8.17,Shruthi PRASAD,,IRL,2,02 MAR 2024,846,Evropa
7088,8.17,Daniella ADEBOLA,,IRL,2h2,02 MAR 2024,846,Evropa
7088,8.17,Svetlana GALASHOVA,15 OCT 2007,RUS,4h,02 MAR 2024,846,Evropa
7088,8.17,Payton RICHARDSON,,USA,3h11,08 MAR 2024,846,Severna in Srednja Amerika
7088,8.17,Anya MEEUWSEN,,USA,4h13,08 MAR 2024,846,Severna in Srednja Amerika
7088,8.17,Ella ÖSTBLOM,2008,SWE,4f1,16 MAR 2024,846,Evropa
7088,8.17,Esther HAMEEN,,IRL,4h1,06 APR 2024,846,Evropa
7088,8.17,Ava FLAVIN,,IRL,4h3,06 APR 2024,846,Evropa
7088,8.17,Viktorie VČELAŘOVÁ,2008,CZE,4f5,03 MAY 2024,851,Evropa
7088,8.17,Natália BORKOVIČOVÁ,2009,SVK,3f1,09 JUN 2024,846,Evropa
7088,8.17,Dora LOVRINOVIĆ,2009,CRO,8f6,22 JUN 2024,846,Evropa
7088,8.17,Kateřina PAPOUŠKOVÁ,2009,CZE,2f1,22 JUN 2024,846,Evropa
7088,8.17,Elisa GRIMA,,MLT,1,12 JUL 2024,846,Evropa
7225,8.18,Julija PREDANIČ,2010,SLO,1h8,06 JAN 2024,843,Evropa
7225,8.18,Malina POLEWIAK,05 MAY 2011,POL,1h3,06 JAN 2024,843,Evropa
7225,8.18,Tereza MEDUNOVÁ,2008,CZE,2h3,06 JAN 2024,843,Evropa
7225,8.18,Ines MARDAGA,2006,BEL,6f1,06 JAN 2024,843,Evropa
7225,8.18,Sofiya KOSTRYTSYA,30 JUL 2004,UKR,3h6,06 JAN 2024,843,Evropa
7225,8.18,Matilde CALDAS,19 NOV 2006,POR,1f2,06 JAN 2024,843,Evropa
7225,8.18,Kato DE LAET,,BEL,1f1,07 JAN 2024,843,Evropa
7225,8.18,Rowen LEMMENS,2007,BEL,4f6,07 JAN 2024,843,Evropa
7225,8.18,Colline FLORUS,2007,FRA,5f1,07 JAN 2024,843,Evropa
7225,8.18,Odile BELLEROSE,1989,FRA,5f3,07 JAN 2024,843,Evropa
7225,8.18,Athenais BOSCHIERO,2001,FRA,1f4,07 JAN 2024,843,Evropa
7225,8.18,Jahna ARTAXE,2001,FRA,2f4,07 JAN 2024,843,Evropa
7225,8.18,Rebecca CASTELLI,2006,ITA,3f1,07 JAN 2024,843,Evropa
7225,8.18,Beatrice BENAGLIA,27 MAR 2002,ITA,2h2,07 JAN 2024,843,Evropa
7225,8.18,André CHLOÉ,2009,BEL,4f2,07 JAN 2024,843,Evropa
7225,8.18,Aryn PITRE,,USA,6h8,12 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Jasmine MARK,,GBR,3er5,13 JAN 2024,843,Evropa
7225,8.18,Milou VAN DEN BERG,2006,NED,1h2,13 JAN 2024,843,Evropa
7225,8.18,Katie PETERS,,AUS,7,13 JAN 2024,843,Oceanija
7225,8.18,Lisa QUINN,,AUS,7h2,13 JAN 2024,843,Oceanija
7225,8.18,Sanni SÄNTTI,02 APR 2000,FIN,4h1,13 JAN 2024,843,Evropa
7225,8.18,Tamara BALAJOVÁ,20 FEB 2004,SVK,4h2,13 JAN 2024,843,Evropa
7225,8.18,Kristin ZUPPIGER,19 OCT 2007,SUI,1f11,13 JAN 2024,843,Evropa
7225,8.18,Smeraldie DESAMOUR,11 MAR 2009,ITA,1,13 JAN 2024,843,Evropa
7225,8.18,Letizia D'ESOPO,2007,ITA,2h8,13 JAN 2024,843,Evropa
7225,8.18,Cassidy DASS,2000,CAN,5h1,13 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Ceyli̇n Naz PINAR,25 JUN 2008,TUR,1h2,13 JAN 2024,843,Evropa
7225,8.18,Aleksandra WRÓBLEWSKA,31 JAN 2009,POL,5,13 JAN 2024,843,Evropa
7225,8.18,Brianna TIRA,,USA,4h2,13 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Cierra GONZALEZ,,USA,4h2,13 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Maya RIES,,USA,5h3,13 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Hailey-Jean HÖRNER,2006,GER,2f2,14 JAN 2024,843,Evropa
7225,8.18,Ariane MALO,2008,CAN,3h2,14 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Elisa SCURATI,16 MAR 2007,ITA,2f4,14 JAN 2024,843,Evropa
7225,8.18,Ambra NORIS,2005,ITA,1h21,14 JAN 2024,843,Evropa
7225,8.18,Alice FRONTALINI,2004,ITA,4h7,14 JAN 2024,843,Evropa
7225,8.18,Siria ALESI,2006,ITA,1h9,14 JAN 2024,843,Evropa
7225,8.18,Betsy TORRIENTE LEAL,04 OCT 1988,ITA,1h12,14 JAN 2024,843,Evropa
7225,8.18,Faye OLSZOWKA,2000,GBR,4f5,17 JAN 2024,843,Evropa
7225,8.18,Kirsten HURDAL,1999,CAN,2,19 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Mia LÜTH,2008,GER,2f1,20 JAN 2024,843,Evropa
7225,8.18,Maleah CORNELIUS,,USA,6h5,20 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Lucia RUEPPELL,2005,CAN,5,20 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Maria BŁASZCZYK,04 DEC 2008,POL,7f2,20 JAN 2024,843,Evropa
7225,8.18,Natalie ERICKSON,,USA,6,20 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Emma PICARD,2007,FRA,1f2,20 JAN 2024,843,Evropa
7225,8.18,Anna BĄK,26 DEC 2008,POL,5h1,20 JAN 2024,843,Evropa
7225,8.18,Iva KENDA,2007,SLO,1h12,20 JAN 2024,843,Evropa
7225,8.18,Anna Marie HARZER,2008,GER,3h2,20 JAN 2024,843,Evropa
7225,8.18,Karolina VUČAJ,29 APR 2009,SRB,3h5,20 JAN 2024,843,Evropa
7225,8.18,Maly FORSINETTI,2008,FRA,2f5,20 JAN 2024,843,Evropa
7225,8.18,Nicola SCHÖNAUER,2007,AUT,h1,20 JAN 2024,843,Evropa
7225,8.18,Liisa KIVISTO,23 NOV 2011,EST,2,20 JAN 2024,843,Evropa
7225,8.18,Yael EGGER,07 OCT 1999,SUI,5h1,21 JAN 2024,843,Evropa
7225,8.18,Giorgia PALUMBO,10 JUN 2005,ITA,5f1,21 JAN 2024,843,Evropa
7225,8.18,Greta CONRADO,2008,ITA,2h2,21 JAN 2024,843,Evropa
7225,8.18,Ronja KOIVISTO,13 SEP 2000,FIN,3h3,21 JAN 2024,843,Evropa
7225,8.18,Lara ANGELSBERG,2006,LUX,5,21 JAN 2024,843,Evropa
7225,8.18,Martina MORELLO,2010,ITA,3f1,21 JAN 2024,843,Evropa
7225,8.18,Marianna ALIVIA,2007,ITA,4h24,21 JAN 2024,843,Evropa
7225,8.18,Giorgia MAGLIA,2006,ITA,3h25,21 JAN 2024,843,Evropa
7225,8.18,Ines MESSINE,2007,FRA,2f2,21 JAN 2024,843,Evropa
7225,8.18,Laura SCHÜTZ,23 MAR 2003,GER,4h1,21 JAN 2024,843,Evropa
7225,8.18,Eleonora FORNASIER,12 JUN 2007,ITA,1h22,21 JAN 2024,843,Evropa
7225,8.18,Jaieda-Skye BAILEY,,GBR,2h7,21 JAN 2024,843,Evropa
7225,8.18,Agnieszka ŚLUSAREK,27 FEB 2003,POL,3,24 JAN 2024,843,Evropa
7225,8.18,Addison PISCHKE,,USA,4h2,26 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Zoey BONDS,,USA,7h7,26 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Vasilisa KLYMKINA,01 AUG 2008,UKR,3h4,26 JAN 2024,843,Evropa
7225,8.18,Kiyana SMITH,,USA,1f6,27 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Nikita VISSERS,2006,NED,5h2,27 JAN 2024,843,Evropa
7225,8.18,Dörte KUDERNAK,1997,GER,3h6,27 JAN 2024,843,Evropa
7225,8.18,Skyja GOETZ,2008,GER,2h1,27 JAN 2024,843,Evropa
7225,8.18,Sonja SCHWAB,2008,GER,4sf1,27 JAN 2024,843,Evropa
7225,8.18,Emma DREISIGOVÁ,2008,CZE,3,27 JAN 2024,843,Evropa
7225,8.18,Lisa BERNAUER,2007,AUT,2h2,27 JAN 2024,843,Evropa
7225,8.18,Vanesa SPASOVA,2007,BUL,1h6,27 JAN 2024,843,Evropa
7225,8.18,Stefani DIMITROVA,15 DEC 2007,BUL,2h18,27 JAN 2024,843,Evropa
7225,8.18,Greta AMHOF,30 JUN 2008,ITA,1h5,27 JAN 2024,843,Evropa
7225,8.18,Joelle Julia WALDEGG,2006,SUI,1h13,27 JAN 2024,843,Evropa
7225,8.18,Albina GUBA,19 FEB 2006,RUS,6h2,27 JAN 2024,843,Evropa
7225,8.18,Tresley LOVE,08 AUG 2005,USA,1h9,27 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Aariana HARRISON,,USA,6f4,27 JAN 2024,843,Severna in Srednja Amerika
7225,8.18,Aoife SWAN-ASHE,,GBR,4f17,28 JAN 2024,843,Evropa
7225,8.18,Aminata CONTE,2007,FRA,2h2,28 JAN 2024,843,Evropa
7225,8.18,Carolyn KONE,2008,FRA,2h6,28 JAN 2024,843,Evropa
7225,8.18,Gabryel EBANDA,2006,FRA,4h7,28 JAN 2024,843,Evropa
7225,8.18,Wenger SOPHIE,2009,SUI,2,28 JAN 2024,843,Evropa
7225,8.18,Kinga ICIASZEK,24 NOV 2008,POL,5f1,28 JAN 2024,843,Evropa
7225,8.18,Teuta CALA,28 FEB 2000,ITA,1f3,28 JAN 2024,843,Evropa
7225,8.18,Gioia Maria DE LEO,23 AUG 2007,ITA,7h6,28 JAN 2024,843,Evropa
7225,8.18,Aniya TEPPO,,USA,7h5,02 FEB 2024,843,Severna in Srednja Amerika
7225,8.18,Laura RODAS,31 MAY 1979,ESP,5f1,02 FEB 2024,843,Evropa
7225,8.18,Kayla JACKSON,16 AUG 2003,USA,3f8,02 FEB 2024,843,Severna in Srednja Amerika
7225,8.18,Olivia BREEN,16 JUL 1996,GBR,1f7,03 FEB 2024,843,Evropa
7225,8.18,Celina ROLGEISER,2000,GER,4h2,03 FEB 2024,843,Evropa
7225,8.18,Maelys BLACHERE,2008,FRA,2f5,03 FEB 2024,843,Evropa
7225,8.18,Kayla OAKES,,USA,6h5,03 FEB 2024,843,Severna in Srednja Amerika
7225,8.18,Kenna DE LEMOS,,USA,6h2,03 FEB 2024,843,Severna in Srednja Amerika
7225,8.18,Elisa TRICARICO,2008,SUI,3h8,03 FEB 2024,843,Evropa
7225,8.18,Elena PERRIER,2007,FRA,1f3,03 FEB 2024,843,Evropa
7225,8.18,Lucie GERMAIN,2006,FRA,1f3,03 FEB 2024,843,Evropa
7225,8.18,Giulia MENCARINI,2004,ITA,2h12,03 FEB 2024,843,Evropa
7225,8.18,Colline JACQZ,14 APR 2001,FRA,7f3,03 FEB 2024,843,Evropa
7225,8.18,Maelys BERKANI,2004,FRA,5h1,03 FEB 2024,843,Evropa
7225,8.18,Hailey HINDT,,USA,4h1,03 FEB 2024,843,Severna in Srednja Amerika
7225,8.18,Eliška KARABOVÁ,05 APR 2006,SVK,4h1,03 FEB 2024,843,Evropa
7225,8.18,Lucy COHU,,GBR,6h1,03 FEB 2024,843,Evropa
7225,8.18,Honey CHALMERS,,GBR,4h3,03 FEB 2024,843,Evropa
7225,8.18,Tiana CULMER,,BAH,3h2,03 FEB 2024,843,Severna in Srednja Amerika
7225,8.18,Cayla SCHRANZ,2009,SUI,5h3,04 FEB 2024,843,Evropa
7225,8.18,Anna FORGÁCS,28 MAY 2010,HUN,7f1,04 FEB 2024,843,Evropa
7225,8.18,Ramóna Nóra FEKETE,12 JAN 2007,HUN,3h4,04 FEB 2024,843,Evropa
7225,8.18,Friederike ALBERSDÖRFER,2008,GER,3h6,04 FEB 2024,843,Evropa
7225,8.18,Lavinia WÅGEN HUSBY,08 AUG 2010,NOR,1,04 FEB 2024,843,Evropa
7225,8.18,Maria CAMPANELLA,2007,ITA,5h24,04 FEB 2024,843,Evropa
7225,8.18,Adéla VÉLOVÁ,20 AUG 1995,CZE,1er10,07 FEB 2024,843,Evropa
7225,8.18,Samantha BOLLINGER,,USA,5h5,09 FEB 2024,843,Severna in Srednja Amerika
